ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3403,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.049626869
3047,VAUXHALL,2,14,North West,5,1598,2016,1613,99,0.056,0.054,,,0.722000311
2703,VAUXHALL,1,14,London,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.315539945
2582,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.752800809
240,VOLKSWAGEN,2,2,London,2,1896,2002,1550,154,0.181,0.313,0.04,,0.650626332
1261,VAUXHALL,1,14,London,1,1598,2002,1660,171,0.695,0.019,,0.054,0.840284585
863,VOLKSWAGEN,2,6,London,1,1896,2002,1574,154,0.151,0.382,0.023,,0.346410821
891,TOYOTA,1,2,London,2,2362,2002,1565,233,0.35,0.02,,0.07,0.813946453
1229,TOYOTA,1,13,South West,1,998,2002,1040,137,0.43,0.03,,0.12,0.419906102
2736,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.52687949
2946,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.936588184
1568,BMW,1,2,South West,1,2998,2016,1615,159,0.282,0.015,,0.057,0.533275034
626,VAUXHALL,1,14,London,1,1796,2002,1845,187,0.503,0.012,,0.035,0.823885671
505,VAUXHALL,1,13,South West,1,973,2002,1430,135,0.342,0.048,,0.06,0.84600092
2310,VOLKSWAGEN,2,14,North West,2,1968,2016,1394,119,0.079,0.063,,,0.837623295
2560,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.179986701
2137,FORD,2,96,London,2,1499,2016,1533,109,0.338,0.07,,,0.59891048
1318,VAUXHALL,2,14,London,1,1956,2016,1664,147,0.078,0.062,,,0.575379952
1515,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.527743843
1368,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.952429788
2263,BMW,2,5,South West,5,1995,2016,1615,106,0.128,0.023,,,0.381644308
132,FORD,1,6,South West,2,1596,2002,1227,200,0.518,0.059,,0.115,0.702281157
904,BMW,1,2,North West,1,2171,2002,1600,237,0.832,0.005,,0.091,0.896640965
1294,FORD,1,6,London,1,1999,2002,1435,194,0.284,0.08,,0.056,0.313348889
2991,VOLKSWAGEN,1,14,South West,5,1984,2016,1373,139,0.341,0.056,,0.053,0.629581048
596,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.986087124
1623,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,133,0.136,0.036,,,0.437165568
3390,FORD,2,14,South West,5,1499,2016,1398,115,0.463,0.039,,,0.164325863
1675,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.578961133
3565,VOLKSWAGEN,1,14,South West,2,1798,2016,1280,129,0.261,0.021,,0.063,0.149862396
3376,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.324739702
2566,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.057282622
114,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.540872195
2154,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.211969851
519,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.995634326
2122,VOLKSWAGEN,2,2,South West,5,1598,2016,1444,105,0.243,0.039,,,0.681427148
2819,FORD,2,96,North West,5,1499,2016,1608,119,0.353,0.076,0.001,,0.414885543
3449,VAUXHALL,1,14,North West,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.756112228
1905,FORD,1,13,South West,5,998,2016,1170,99,0.355,0.041,0.001,0.067,0.65406506
3313,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.147523706
729,TOYOTA,1,14,North West,2,1598,2002,1295,168,0.55,0.03,,0.06,0.656748524
3020,VOLKSWAGEN,2,14,North West,5,1968,2016,1429,127,0.067,0.07,,,0.017807315
1347,VOLKSWAGEN,2,6,North West,2,1968,2016,1670,130,0.396,0.043,0.001,,0.750443057
291,FORD,1,2,South West,1,1596,2002,0,165,0.518,,,,0.601946233
3497,BMW,1,6,South West,2,1998,2016,1615,146,0.476,0.033,,0.048,0.929423956
1473,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.435296383
2492,FORD,1,14,South West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.098121316
3033,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.148720589
361,FORD,1,13,North West,2,1299,2002,0,157,0.395,,,,0.667825407
3652,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.413873231
1490,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.463227979
539,BMW,2,6,London,1,2926,2002,2170,259,0.087,0.637,0.083,,0.20419618
1003,VAUXHALL,1,14,London,1,1598,2002,1680,197,0.357,0.029,,0.044,0.05406679
3557,BMW,1,2,South West,1,1998,2016,1525,134,0.151,0.025,,0.04,0.220555689
1810,VAUXHALL,1,96,South West,4,1364,2016,1613,158,0.65,0.018,,0.03,0.806769873
3489,VOLKSWAGEN,1,14,South West,1,1197,2016,1139,109,0.199,0.018,,0.035,0.041863585
2571,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.896219232
573,VAUXHALL,1,96,London,1,1796,2002,1980,207,0.627,0.008,,0.035,0.725062493
832,FORD,1,14,North West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.063513048
1100,VOLKSWAGEN,1,14,South West,1,1390,2002,1182,156,0.165,0.047,,0.075,0.396290763
2082,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.65313323
2936,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.885339321
1753,BMW,2,5,North West,1,2993,2016,1615,134,0.25,0.058,,,0.462924457
3490,FORD,1,96,South West,1,998,2016,1332,114,0.385,0.044,0.002,0.058,0.398916891
1940,BMW,2,14,South West,5,1995,2016,1670,117,0.109,0.026,,,0.589534663
2864,VOLKSWAGEN,2,14,North West,2,1598,2016,1321,99,0.167,0.069,,,0.0621146
754,FORD,1,14,South West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.040305089
2222,BMW,2,2,South West,2,1995,2016,1525,116,0.174,0.024,,,0.233580461
1927,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.281237786
472,VOLKSWAGEN,1,6,London,1,3999,2002,1899,314,0.698,0.026,,0.062,0.972154401
1548,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.864328071
1374,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.504912589
3512,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.320738441
2165,VAUXHALL,2,14,London,1,1598,2016,1350,103,0.17,0.032,0.001,,0.959612404
3327,VOLKSWAGEN,8,14,South West,5,1395,2016,1599,39,0.056,0.009,,0.008,0.840109725
300,VOLKSWAGEN,2,2,London,2,1896,2002,1423,146,0.081,0.376,0.029,,0.164970236
423,VOLKSWAGEN,1,13,North West,1,1598,2002,1050,175,0.293,0.04,,0.076,0.592509915
3311,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.29148916
1099,TOYOTA,1,6,South West,2,1794,2002,1310,175,0.9,0.05,,0.07,0.325096061
3262,VAUXHALL,1,14,North West,2,1229,2016,1163,124,0.552,0.045,,0.042,0.833047944
1001,VAUXHALL,1,14,North West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.153995943
1086,VOLKSWAGEN,2,6,London,4,1896,2002,1594,159,0.181,0.313,0.04,,0.991455979
1956,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.329588037
3462,VAUXHALL,1,14,South West,2,1399,2016,1234,128,0.507,0.012,,0.021,0.369631061
1735,VAUXHALL,1,13,North West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.984828685
2778,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.458773325
242,FORD,1,14,North West,1,2495,2002,1467,242,0.174,0.019,,0.059,0.061568513
2607,FORD,1,13,London,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.162584139
1025,VOLKSWAGEN,1,14,London,1,1595,2002,1288,194,0.48,0.044,,0.058,0.556000226
3764,BMW,1,5,London,1,1997,2016,1430,149,0.288,0.038,,0.03,0.909948185
1522,FORD,1,14,London,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.496580762
332,VOLKSWAGEN,2,13,South West,1,1896,2002,1374,143,0.177,0.363,0.024,,0.552885807
3548,VOLKSWAGEN,1,6,South West,2,1395,2016,1347,118,0.154,0.029,,0.044,0.598272388
1351,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.361318923
2451,FORD,1,14,London,2,1242,2016,1095,122,0.518,0.027,,0.051,0.351291761
549,VOLKSWAGEN,1,13,London,1,1781,2002,1327,190,0.667,0.03,,0.054,0.972262332
2191,VOLKSWAGEN,2,14,South West,1,1422,2016,1152,88,0.141,0.042,,,0.155002142
1033,TOYOTA,2,14,South West,1,1363,2002,1100,117,0.23,0.35,0.023,,0.225411365
1815,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.61233646
3134,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.459003041
2934,VAUXHALL,1,13,North West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.470928799
2012,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.108767595
376,VOLKSWAGEN,1,13,London,4,1984,2002,1356,221,1.106,0.073,,0.126,0.59273779
3053,FORD,2,14,North West,5,1499,2016,1398,115,0.463,0.039,,,0.403773411
408,VAUXHALL,2,14,London,1,1686,2002,1745,119,0.103,0.412,0.023,,0.294580131
1782,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.754368474
1256,VOLKSWAGEN,1,14,London,1,1390,2002,1179,161,0.308,0.042,,0.064,0.735780058
1224,TOYOTA,1,14,North West,2,998,2002,1050,137,0.43,0.03,,0.12,0.24749916
2071,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.473815523
1692,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.93970795
1823,VAUXHALL,2,14,North West,2,1598,2016,1449,114,0.163,0.048,,,0.616789238
2916,VAUXHALL,2,6,North West,5,1598,2016,1425,119,0.021,0.021,,,0.252739456
691,VOLKSWAGEN,1,14,North West,1,1198,2002,1153,142,0.68,0.042,,0.03,0.989458044
1704,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.824348211
571,VOLKSWAGEN,1,13,South West,2,1198,2002,1103,142,0.474,0.015,,0.032,0.589741267
167,TOYOTA,1,5,North West,1,1794,2002,1260,185,1.22,0.03,,0.13,0.743469709
811,VAUXHALL,1,14,London,2,1199,2002,1430,149,0.253,0.029,,0.054,0.606037236
898,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.387725268
1398,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.189150576
2424,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.137086088
1377,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.662648888
2923,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.313913089
892,FORD,1,96,South West,1,2295,2002,1736,264,0.341,0.084,,0.106,0.801666743
2970,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.814285615
1981,FORD,2,13,North West,2,1499,2016,1163,94,0.262,0.047,,,0.992620752
213,TOYOTA,1,13,South West,2,998,2002,1040,137,0.43,0.03,,0.12,0.014960274
1833,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.232138687
48,VAUXHALL,1,96,South West,4,1598,2002,1970,190,0.219,0.026,,0.037,0.955966061
3552,VAUXHALL,1,96,South West,5,1364,2016,1393,149,0.46,0.016,,0.026,0.462763391
2302,VOLKSWAGEN,1,14,North West,2,999,2016,1116,99,0.216,0.022,,0.051,0.619049479
1915,BMW,2,5,North West,5,1995,2016,1560,124,0.101,0.019,,,0.270527503
2389,VOLKSWAGEN,1,6,London,1,1395,2016,1347,118,0.154,0.029,,0.044,0.865277986
1011,BMW,1,2,South West,1,2171,2002,1570,213,1.171,0.008,,0.093,0.368982106
1330,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.722785732
3750,BMW,2,13,South West,1,1995,2016,1425,114,0.248,0.028,,,0.422163629
236,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.966974406
2139,BMW,8,5,London,1,1499,2016,1560,49,0.176,0.011,,0.007,0.965520527
3413,VOLKSWAGEN,2,5,South West,5,1968,2016,1395,119,0.143,0.036,,,0.678807489
2303,VAUXHALL,1,14,London,2,999,2016,1199,115,0.402,0.026,0.002,0.035,0.495209099
2209,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,133,0.136,0.036,,,0.732825194
882,VOLKSWAGEN,2,14,South West,1,1896,2002,1420,146,0.177,0.363,0.024,,0.796378332
3653,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.182150694
975,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.172456486
2243,BMW,1,14,South West,1,1499,2016,1380,126,0.164,0.016,,0.041,0.332156782
336,VAUXHALL,1,4,South West,2,1598,2002,1715,175,0.219,0.026,,0.037,0.404625462
935,FORD,1,13,North West,1,1299,2002,965,154,0.395,0.103,,0.061,0.580496618
1686,VAUXHALL,2,14,North West,5,1598,2016,1613,129,0.013,0.033,,,0.173439031
3268,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.370247492
2626,FORD,1,14,London,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.512334911
2775,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.131104969
2175,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.522299396
1611,FORD,2,96,South West,1,1499,2016,1461,105,0.419,0.043,,,0.040437932
627,VAUXHALL,1,14,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.874794054
3818,FORD,2,14,South West,5,1997,2016,1681,122,0.215,0.057,,,0.339594471
1443,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.891099622
3645,BMW,3,14,South West,2,0,2016,1270,0,,,,,0.34552626
1921,BMW,2,2,London,5,2993,2016,1975,142,0.067,0.046,,,0.374373207
623,VOLKSWAGEN,1,14,London,2,1598,2002,1304,168,0.259,0.043,,0.056,0.873561359
645,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.345355019
1402,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.466194079
2558,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.743217321
558,TOYOTA,1,6,London,4,2362,2002,1670,259,1.02,0.02,,0.08,0.925146095
137,BMW,1,2,London,1,2494,2002,1605,247,0.382,0.006,,0.045,0.825064913
1131,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.011925482
2069,BMW,2,2,South West,5,2993,2016,1615,131,0.25,0.058,,,0.894716019
2109,VOLKSWAGEN,2,14,South West,5,1968,2016,1395,114,0.133,0.067,,,0.32670651
353,VOLKSWAGEN,2,14,London,1,1896,2002,1379,138,0.073,0.33,0.025,,0.30786841
2625,TOYOTA,8,96,London,5,1798,2016,1605,101,0.1,0.006,,0.013,0.580312203
3301,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.666928622
1043,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.089378144
493,VAUXHALL,1,13,North West,4,1199,2002,1430,154,0.211,0.031,,0.052,0.387183538
1999,FORD,2,14,North West,2,1499,2016,1399,98,0.354,0.074,,,0.924796874
205,VAUXHALL,1,13,North West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.549410157
1277,TOYOTA,1,14,London,2,1398,2002,1285,159,0.47,0.02,,0.07,0.376451145
1682,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.033841552
2667,BMW,2,6,London,1,1995,2016,1820,139,0.144,0.035,,,0.506364105
2526,TOYOTA,8,6,London,1,2494,2016,1815,118,0.267,0.009,,0.049,0.627911067
459,VOLKSWAGEN,1,14,North West,1,1595,2002,1291,194,0.48,0.044,,0.058,0.497899087
2700,TOYOTA,1,96,London,1,1798,2016,1560,150,0.278,0.014,,0.047,0.703600569
2663,BMW,2,14,London,2,1995,2016,1670,120,0.123,0.031,,,0.508417032
3461,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.754465851
3678,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.306641493
2149,BMW,2,14,London,5,1995,2016,1485,109,0.142,0.032,,,0.98527979
2907,VOLKSWAGEN,1,96,North West,1,1395,2016,1362,125,0.158,0.034,,0.028,0.648709025
931,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.835692276
817,VOLKSWAGEN,2,14,North West,2,1896,2002,1379,138,0.073,0.33,0.025,,0.899149005
2719,BMW,2,14,South West,5,1496,2016,1425,96,0.086,0.025,,,0.516923885
2580,TOYOTA,8,6,London,5,1798,2016,1490,81,0.182,0.005,,0.036,0.414013566
13,VOLKSWAGEN,2,14,North West,1,1896,2002,1353,138,0.073,0.33,0.025,,0.7589017
1388,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.668921639
2151,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.560134089
2528,FORD,2,14,London,5,1997,2016,1681,122,0.145,0.059,0.001,,0.0177248
23,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.705109458
1843,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.460377026
3541,VOLKSWAGEN,2,14,South West,1,1422,2016,1152,88,0.141,0.042,,,0.276641366
1817,VAUXHALL,1,14,North West,1,1398,2016,1163,120,0.463,0.01,,0.031,0.784026845
881,VOLKSWAGEN,2,3,North West,2,1896,2002,0,146,0.081,,0.029,,0.52618218
747,VOLKSWAGEN,1,13,South West,1,1390,2002,1003,149,0.294,0.03,,0.067,0.357556073
2237,BMW,1,14,North West,2,1499,2016,1380,126,0.164,0.016,,0.041,0.510413176
2174,FORD,1,14,South West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.216028351
2009,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.010038387
1324,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.10709146
2181,VOLKSWAGEN,1,13,South West,1,999,2016,929,105,0.457,0.013,,0.039,0.887107048
3190,FORD,2,6,North West,5,1997,2016,1679,123,0.357,0.043,,,0.306368366
2066,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.018797741
289,FORD,1,13,South West,1,1299,2002,1006,171,0.66,0.095,,0.11,0.325200634
3826,VAUXHALL,1,14,South West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.331415848
723,TOYOTA,1,14,London,1,1598,2002,1295,168,0.55,0.03,,0.06,0.400140533
243,FORD,1,14,South West,1,2967,2002,1506,245,0.236,0.053,,0.035,0.143569643
1007,VAUXHALL,1,14,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.520653476
2328,BMW,1,2,South West,5,1499,2016,1475,124,0.14,0.012,,0.024,0.293095777
2835,BMW,1,6,North West,1,4395,2016,2350,258,0.342,0.022,,0.037,0.272129144
3078,VOLKSWAGEN,1,13,South West,5,999,2016,1055,106,0.407,0.016,,0.034,0.828882246
1721,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.952316186
3564,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.719403552
2852,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.230813308
1505,FORD,1,5,South West,1,4951,2016,1810,281,0.225,0.018,,0.029,0.127841085
1930,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.365787056
60,BMW,2,2,London,1,1995,2002,1505,185,0.203,0.375,0.036,,0.054644031
418,BMW,1,2,London,2,1796,2002,1385,172,0.76,0.059,,0.103,0.085562105
1068,VOLKSWAGEN,2,2,South West,1,1896,2002,1550,154,0.181,0.313,0.04,,0.721763138
3738,BMW,2,2,South West,5,1995,2016,1495,108,0.157,0.034,,,0.323972478
3299,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.306613537
19,VOLKSWAGEN,2,14,London,2,1896,2002,1379,138,0.073,0.33,0.025,,0.94734459
1376,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.451289311
3618,FORD,1,13,South West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.44890284
1269,FORD,2,14,North West,1,1753,2002,1280,145,0.109,0.489,0.044,0.018,0.817506738
2810,BMW,2,6,North West,5,1995,2016,1650,133,0.187,0.05,,,0.758830754
2414,FORD,1,14,London,1,1242,2016,1095,122,0.518,0.027,,0.051,0.52210679
1426,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.287712194
2200,VAUXHALL,1,14,South West,2,1398,2016,1163,120,0.463,0.01,,0.031,0.782734472
579,VOLKSWAGEN,2,13,London,1,1896,2002,1367,140,0.081,0.376,0.029,,0.294653005
820,VOLKSWAGEN,1,14,South West,1,1598,2002,1276,166,0.259,0.043,,0.056,0.247023799
1023,VOLKSWAGEN,1,13,North West,4,1596,2002,1280,180,0.53,0.031,,0.055,0.560158562
2133,VOLKSWAGEN,1,6,South West,1,1395,2016,1347,118,0.154,0.029,,0.044,0.263640504
3382,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.152108522
299,TOYOTA,1,14,North West,1,1598,2002,1325,190,0.45,0.02,,0.05,0.391583447
2990,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.868771028
2459,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.845846839
81,VAUXHALL,1,13,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.80780017
756,BMW,2,2,South West,1,2926,2002,0,178,0.323,0.437,,,0.288926004
1370,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.208804058
362,FORD,2,14,South West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.604642653
3717,FORD,2,96,North West,2,1499,2016,1564,113,0.459,0.054,,,0.517228102
1348,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.285386994
2307,VOLKSWAGEN,1,14,London,5,1395,2016,1238,108,0.16,0.026,,0.041,0.840469774
1310,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.17139282
2673,FORD,1,14,London,5,998,2016,1168,114,0.206,0.034,,0.05,0.179891028
582,BMW,1,5,London,1,3246,2002,1570,287,0.779,0.031,,0.125,0.81997178
1537,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.890954032
2304,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.32718491
2439,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.499275971
3532,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,112,0.1,0.07,,,0.31370962
2176,VOLKSWAGEN,1,14,South West,2,999,2016,1055,106,0.407,0.016,,0.034,0.594839601
2508,VAUXHALL,1,13,London,1,1398,2016,1141,118,0.463,0.01,,0.031,0.150359964
3754,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.181876123
2128,VOLKSWAGEN,2,96,South West,1,1968,2016,1492,125,0.079,0.063,,,0.668643087
2803,FORD,1,13,North West,1,998,2016,1176,99,0.355,0.041,0.001,0.067,0.609357947
603,BMW,1,2,London,1,1796,2002,1385,172,0.76,0.059,,0.103,0.257214789
405,TOYOTA,1,14,South West,1,998,2002,1050,137,0.43,0.03,,0.12,0.961496998
2447,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.773570686
1546,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.410481078
3070,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.389400299
1506,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.119452729
2402,TOYOTA,1,14,London,2,1329,2016,1123,114,0.348,0.007,,0.043,0.82677831
337,VAUXHALL,1,13,London,2,973,2002,1430,135,0.342,0.048,,0.06,0.529743634
2080,VOLKSWAGEN,2,6,South West,5,1598,2016,1500,104,0.186,0.059,,,0.118832806
1758,FORD,2,6,South West,5,1997,2016,1679,123,0.357,0.043,,,0.310896258
910,BMW,1,2,London,1,2979,2002,1540,230,0.447,0.013,,0.062,0.714731672
3253,BMW,1,14,North West,1,1499,2016,1415,119,0.329,0.018,,0.055,0.776269387
383,VAUXHALL,1,14,South West,1,1796,2002,1845,187,0.503,0.012,,0.035,0.451463875
1112,VOLKSWAGEN,2,2,South West,1,1896,2002,1491,146,0.137,0.42,0.03,,0.266795027
1072,VAUXHALL,2,96,South West,4,1995,2002,2075,175,0.434,0.428,0.034,,0.115467008
1382,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.654726078
572,VAUXHALL,1,14,London,1,1598,2002,1660,197,0.357,0.029,,0.044,0.95246251
2956,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.096811472
3150,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.063757053
1644,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.488876148
1941,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.146559851
2918,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.160452609
969,VOLKSWAGEN,1,14,South West,2,1200,2002,1120,142,0.474,0.015,,0.032,0.80044801
2218,FORD,2,14,South West,2,1499,2016,1399,98,0.354,0.074,,,0.044236639
3079,FORD,2,14,North West,1,1997,2016,1773,135,0.217,0.078,,,0.613053795
3101,VAUXHALL,2,14,South West,5,1598,2016,1613,124,0.013,0.033,,,0.034600176
561,BMW,1,6,London,1,1995,2002,1485,199,0.811,0.053,,0.12,0.485966613
